route,title,title_chars,description,desc_chars,h1,og_image,canonical
"/refrigerant/r-516a/","R-516A PT Chart, A2L, GWP 142, EU F-Gas Compliant R-134a Alternative | HVAC PT Charts",85,"R-516A — ternary HFC/HFO blend. ASHRAE A2L, GWP 142 (below EU F-Gas 150 threshold). Near-azeotropic. Lower-GWP R-134a replacement for medium-temperature applications.",166,"R-516A","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-516a/"
"/refrigerant/r-600a/","R-600a Isobutane PT Chart, A3, GWP 3 — Domestic Refrigeration Standard | HVAC PT Charts",87,"R-600a (isobutane, 2-methylpropane) PT chart, A3 highly flammable, GWP 3. The global standard for new household refrigerators and freezers since ~2010. Hydrocarbon refrigerant; charge limits per IEC 60335-2-89.",210,"R-600a","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-600a/"
"/refrigerant/r-717/","R-717 Ammonia PT Chart, B2L, GWP 0 — Industrial Refrigeration | HVAC PT Charts",78,"Verified R-717 (ammonia, NH₃) PT chart, B2L mildly flammable + toxic, GWP 0, ODP 0. The dominant industrial refrigeration refrigerant for 130+ years. Excellent thermodynamics, toxicity-managed via equipment design.",214,"R-717","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-717/"
"/refrigerant/r-744/","R-744 CO₂ PT Chart, A1, GWP 1, Transcritical — Commercial Refrigeration | HVAC PT Charts",88,"Verified R-744 (carbon dioxide) PT chart, A1 non-flammable, GWP 1, ODP 0. Natural refrigerant; transcritical operation above 87.8°F critical point. Supermarket CO₂ booster systems and heat pumps.",195,"R-744","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-744/"
"/refrigerant/r-c318/","R-c318 PT Chart, PFC Cyclic, GWP 10300 — Food Propellant, Etching | HVAC PT Charts",82,"R-c318 (octafluorocyclobutane, c-C₄F₈) PT chart. Perfluorocarbon — extremely high GWP (10300) and 3200-year atmospheric lifetime. FDA-approved food aerosol propellant; semiconductor etching gas.",194,"R-c318","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/refrigerant/r-c318/"
"/saturation-properties-calculator/","Saturation Properties Calculator — Bubble, Dew, Critical Point, NBP",67,"Refrigerant saturation property reference for 50+ HVAC refrigerants. Bubble and dew pressures at any temperature, critical point, triple point, normal boiling point, molar mass. Sourced from CoolProp 7.2.0 with NIST REFPROP-compatible Helmholtz EOS.",249,"Saturation Properties Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/saturation-properties-calculator/"
"/subcooling-calculator/","Subcooling Calculator — HVAC Liquid-Line Subcooling with Bubble-Curve Math",74,"Free subcooling calculator for 50+ HVAC refrigerants with correct bubble-curve handling for zeotropic blends. TXV charging targets, 10 worked service problems for residential AC, commercial refrigeration, chillers, heat pumps. Sourced from CoolProp 7.2.0.",255,"Subcooling Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/subcooling-calculator/"
"/superheat-calculator/","Superheat Calculator — HVAC Suction-Line Superheat with Dew-Curve Math",70,"Bidirectional superheat calculator for 50+ HVAC refrigerants with correct dew-curve handling for zeotropic blends (R-407C, R-454C, R-455A). ACCA Manual T target table, 10 worked service problems, AHRI 540 compressor minimums, sourced from CoolProp 7.2.0 saturation data.",270,"Superheat Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/superheat-calculator/"
"/superheat-subcooling-fundamentals/","Superheat & Subcooling Fundamentals — HVAC Reference Guide",58,"Complete reference on superheat and subcooling for HVAC technicians: what they are, how to measure them, target values by system type, diagnostic patterns with worked examples, and common pitfalls. Sourced from ACCA Manual T, ASHRAE Handbook of Refrigeration 2022, and AHRI Standard 540.",287,"Superheat & Subcooling Fundamentals","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/superheat-subcooling-fundamentals/"
"/system-pressure-diagnostic-calculator/","System Pressure Diagnostic Calculator — Multi-Input HVAC Fault Finder",69,"Free multi-input HVAC diagnostic calculator for 50+ refrigerants. Enter ambient, return air, suction P/T, liquid P/T, and system type; get superheat, subcooling, condenser & evaporator approach, plus severity-ranked diagnostic flags with evidence and ordered recommendations. Built on ACCA Manual T, ASHRAE Handbook of Refrigeration 2022, and AHRI Standard 540.",361,"System Pressure Diagnostic Calculator","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/system-pressure-diagnostic-calculator/"
"/terms-of-service/","Terms of Service",16,"Terms of service for HVAC PT Charts: what the site is, what it isn't, disclaimers, intellectual property.",105,"Terms of Service","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/terms-of-service/"
"/what-pressure-should-410a/","R-410A Normal Operating Pressures by Outdoor Ambient",52,"Typical R-410A suction and discharge pressure ranges for residential AC by ambient temperature, with diagnostic procedure and FAQ.",130,"What Should R-410A Pressures Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-410a/"
"/what-pressure-should-r1234yf/","R-1234yf Normal Operating Pressures — Mobile A/C Service Reference (95°F, Idle vs Highway)",90,"Typical R-1234yf suction and discharge pressure ranges for mobile A/C service, indexed by ambient × engine RPM. ~300 PSIG high side at 100°F+ idle is normal. EPA Section 609 / SAE J2843 procedures.",197,"What Should R-1234yf Pressures Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r1234yf/"
"/what-pressure-should-r134a/","R-134a Operating Pressures — Chillers, Mobile AC, Commercial Refrigeration",74,"Typical R-134a suction and discharge pressure ranges across its three main applications (chillers, mobile AC, commercial refrigeration) with diagnostic procedure.",162,"What Should R-134a Pressures Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r134a/"
"/what-pressure-should-r22/","R-22 Normal Operating Pressures by Ambient Temperature",54,"Typical R-22 suction and discharge pressure ranges for residential AC by outdoor ambient temperature, with diagnostic steps and FAQ.",132,"What Should R-22 Pressures Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r22/"
"/what-pressure-should-r32/","R-32 Normal Operating Pressures — A2L Residential AC Reference",62,"Typical R-32 suction and discharge pressure ranges for residential air conditioning, plus A2L handling notes and diagnostic procedure.",134,"What Should R-32 Pressures Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r32/"
"/what-pressure-should-r404a/","R-404A Operating Pressures by Evaporator Setpoint and Ambient",61,"Typical R-404A suction and discharge pressure ranges for low-temperature commercial refrigeration, keyed by evaporator setpoint and ambient temperature.",152,"What Should R-404A Pressures Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r404a/"
"/what-pressure-should-r407c/","R-407C Normal Operating Pressures — R-22 Retrofit AC Reference",62,"Typical R-407C suction and discharge pressure ranges for residential and light commercial AC. POE oil, 11°F glide, dew-curve superheat measurement.",147,"What Should R-407C Pressures Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r407c/"
"/what-pressure-should-r449a/","R-449A (Opteon XP40) Normal Operating Pressures — Commercial Refrigeration Retrofit Reference",93,"Typical R-449A (Chemours Opteon XP40) suction and discharge pressures for retrofitted R-404A commercial refrigeration: MT display, walk-in cooler, walk-in freezer. ~7.6°R operating glide → dew curve for superheat, bubble for subcooling, liquid-only charging. NOT Solstice N40 (that's R-448A).",292,"What Should R-449A Pressures Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r449a/"
"/what-pressure-should-r454b/","R-454B Normal Operating Pressures — A2L Residential AC Reference",64,"Typical R-454B (Opteon XL41 / Puron Advance) suction and discharge pressure ranges for residential AC. Pressures within 5% of R-410A. A2L handling notes included.",162,"What Should R-454B Pressures Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r454b/"
"/what-pressure-should-r454c/","R-454C Normal Operating Pressures — Commercial Refrigeration A2L",64,"Typical R-454C suction and discharge pressure ranges for medium-temp and low-temp commercial refrigeration. A2L handling, POE oil, 14°F glide.",142,"What Should R-454C Pressures Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r454c/"
"/what-pressure-should-r744/","R-744 CO₂ Operating Pressures — Sub/Transcritical Reference",59,"Typical R-744 (CO₂) operating pressures for transcritical commercial refrigeration, subcritical cascade systems, and heat pumps. Very high pressures vs typical refrigerants; transcritical operation above 88°F.",209,"What Should R-744 (CO₂) Pressures Be?","https://hvacptcharts.com/opengraph-image","https://hvacptcharts.com/what-pressure-should-r744/"
